folder,filename,image_id,bbox,valence,arousal,dominance,category,emotic_split,cocoId,cocoSplit,cropBox,loss,nsdId,flagged,BOLD5000,shared1000,subject1,subject2,subject3,subject4,subject5,subject6,subject7,subject8,subject1_rep0,subject1_rep1,subject1_rep2,subject2_rep0,subject2_rep1,subject2_rep2,subject3_rep0,subject3_rep1,subject3_rep2,subject4_rep0,subject4_rep1,subject4_rep2,subject5_rep0,subject5_rep1,subject5_rep2,subject6_rep0,subject6_rep1,subject6_rep2,subject7_rep0,subject7_rep1,subject7_rep2,subject8_rep0,subject8_rep1,subject8_rep2,subject1_rep0_beta_idx,subject1_rep1_beta_idx,subject1_rep2_beta_idx,subject2_rep0_beta_idx,subject2_rep1_beta_idx,subject2_rep2_beta_idx,subject3_rep0_beta_idx,subject3_rep1_beta_idx,subject3_rep2_beta_idx,subject4_rep0_beta_idx,subject4_rep1_beta_idx,subject4_rep2_beta_idx,subject5_rep0_beta_idx,subject5_rep1_beta_idx,subject5_rep2_beta_idx,subject6_rep0_beta_idx,subject6_rep1_beta_idx,subject6_rep2_beta_idx,subject7_rep0_beta_idx,subject7_rep1_beta_idx,subject7_rep2_beta_idx,subject8_rep0_beta_idx,subject8_rep1_beta_idx,subject8_rep2_beta_idx,subject
mscoco/images,COCO_train2014_000000161228.jpg,161228,"[74,43,626,420]",5.0,5.0,4.0,"['11', '19']",train,161228,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,53651,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1415,4386,13621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1414,4385,13620,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
mscoco/images,COCO_train2014_000000302838.jpg,302838,"[105,310,271,583]",6.0,5.0,6.0,['5'],train,302838,train2017,"(0, 0, 0.0, 0.0)",0.0,69991,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21470,27491,27526,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21469,27490,27525,-1,-1,-1,-1,-1,-1,6
mscoco/images,COCO_train2014_000000090925.jpg,90925,"[377,61,525,310]",6.0,4.0,7.0,['6'],train,90925,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,30655,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7868,8143,15397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,7867,8142,15396,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
mscoco/images,COCO_val2014_000000226377.jpg,226377,"[337,33,550,379]",7.0,8.0,7.0,"['5', '11', '13']",train,226377,train2017,"(0, 0, 0.14609375, 0.14609375)",0.0,65412,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7799,13076,17830,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7798,13075,17829,-1,-1,-1,-1,-1,-1,6
mscoco/images,COCO_train2014_000000009451.jpg,9451,"[221,41,410,265]",5.0,7.0,5.0,"['5', '13']",train,9451,train2017,"(0, 0, 0.3296875, 0.0)",0.0,10054,False,False,False,1,0,0,0,0,0,0,0,7509,9778,12624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7508,9777,12623,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
mscoco/images,COCO_train2014_000000502504.jpg,502504,"[389,82,487,341]",4.0,7.0,4.0,['11'],train,502504,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0714285714285714,69032,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622,1989,2139,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1621,1988,2138,-1,-1,-1,7
mscoco/images,COCO_train2014_000000429643.jpg,429643,"[229,138,409,391]",5.0,5.0,7.0,"['3', '13']",train,429643,train2017,"(0, 0, 0.1140625, 0.1140625)",0.0,50195,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2366,2999,23587,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2365,2998,23586,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
mscoco/images,COCO_train2014_000000116074.jpg,116074,"[229,82,457,426]",8.0,8.0,8.0,"['11', '16']",train,116074,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0384615384615384,37079,False,False,False,1,0,0,0,0,0,0,0,22958,23271,25895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22957,23270,25894,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
mscoco/images,COCO_val2014_000000482242.jpg,482242,"[142,96,606,476]",6.0,2.0,9.0,"['0', '12', '24']",train,482242,train2017,"(0, 0, 0.125, 0.125)",0.0588235294117647,63772,False,False,False,1,0,0,0,0,0,0,0,400,22544,26407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,22543,26406,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
mscoco/images,COCO_val2014_000000112022.jpg,112022,"[311,84,412,416]",6.0,5.0,6.0,['3'],train,112022,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0769230769230769,45251,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6380,6549,14382,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6379,6548,14381,-1,-1,-1,7
mscoco/images,COCO_train2014_000000289621.jpg,289621,"[85,185,342,402]",8.0,5.0,7.0,['11'],train,289621,train2017,"(0, 0, 0.125, 0.125)",0.0,12007,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15276,15315,15530,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15275,15314,15529,-1,-1,-1,7
mscoco/images,COCO_val2014_000000154884.jpg,154884,"[304,79,578,472]",6.0,2.0,9.0,"['5', '16', '18']",train,154884,train2017,"(0, 0, 0.125, 0.125)",0.1428571428571428,47048,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6205,6572,26153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,6204,6571,26152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
mscoco/images,COCO_train2014_000000268133.jpg,268133,"[257,61,399,316]",6.0,9.0,6.0,['0'],train,268133,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,4940,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4256,16290,16657,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4255,16289,16656,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
mscoco/images,COCO_val2014_000000141779.jpg,141779,"[507,14,631,360]",6.0,6.0,8.0,['7'],train,141779,train2017,"(0, 0, 0.125, 0.125)",0.1176470588235294,43722,False,False,False,1,0,0,0,0,0,0,0,13489,13525,20830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13488,13524,20829,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
mscoco/images,COCO_train2014_000000319902.jpg,319902,"[410,39,550,436]",5.0,6.0,7.0,['3'],train,319902,train2017,"(0, 0, 0.08984375, 0.08984375)",0.0,21980,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10284,14728,14793,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,10283,14727,14792,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
mscoco/images,COCO_train2014_000000319902.jpg,319902,"[120,146,341,490]",3.0,9.0,8.0,"['3', '11']",train,319902,train2017,"(0, 0, 0.08984375, 0.08984375)",0.0,21980,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10284,14728,14793,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,10283,14727,14792,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
mscoco/images,COCO_train2014_000000319902.jpg,319902,"[347,63,514,492]",5.0,5.0,7.0,['25'],train,319902,train2017,"(0, 0, 0.08984375, 0.08984375)",0.0,21980,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10284,14728,14793,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,10283,14727,14792,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
mscoco/images,COCO_train2014_000000420649.jpg,420649,"[172,65,419,390]",7.0,4.0,7.0,"['13', '16']",train,420649,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,47970,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8244,9575,12080,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8243,9574,12079,-1,-1,-1,-1,-1,-1,6
mscoco/images,COCO_train2014_000000180087.jpg,180087,"[33,110,261,351]",8.0,6.0,6.0,"['5', '11']",train,180087,train2017,"(0, 0, 0.16796875, 0.16796875)",0.1176470588235294,13558,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9801,9900,10418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9800,9899,10417,8
mscoco/images,COCO_train2014_000000180087.jpg,180087,"[140,102,272,277]",7.0,8.0,6.0,"['6', '9']",train,180087,train2017,"(0, 0, 0.16796875, 0.16796875)",0.1176470588235294,13558,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9801,9900,10418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9800,9899,10417,8
mscoco/images,COCO_val2014_000000543347.jpg,543347,"[406,147,543,359]",6.0,9.0,9.0,"['3', '5', '14']",train,543347,train2017,"(0, 0, 0.125, 0.125)",0.1,9181,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558,10237,18023,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3557,10236,18022,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
mscoco/images,COCO_train2014_000000581667.jpg,581667,"[65,33,264,366]",7.0,6.0,6.0,"['13', '19']",train,581667,train2017,"(0, 0, 0.0, 0.3296875)",0.0,21879,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3846,3930,21203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3845,3929,21202,8
mscoco/images,COCO_train2014_000000086530.jpg,86530,"[277,30,473,428]",8.0,4.0,7.0,"['11', '16']",train,86530,train2017,"(0, 0, 0.125, 0.125)",0.0,29493,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,1610,18869,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,556,1609,18868,-1,-1,-1,7
mscoco/images,COCO_train2014_000000370963.jpg,370963,"[97,120,252,396]",6.0,4.0,8.0,['11'],train,370963,train2017,"(0, 0, 0.16640625, 0.16640625)",0.1590909090909091,72345,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14207,16060,16803,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14206,16059,16802,-1,-1,-1,-1,-1,-1,6
mscoco/images,COCO_train2014_000000266908.jpg,266908,"[180,26,442,228]",6.0,7.0,6.0,"['3', '19']",train,266908,train2017,"(0, 0, 0.25, 0.0)",0.1428571428571428,46132,False,False,False,0,1,0,0,0,0,0,0,0,0,0,20853,21058,21062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,20852,21057,21061,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
mscoco/images,COCO_train2014_000000434916.jpg,434916,"[149,175,339,419]",7.0,6.0,6.0,"['3', '5', '12']",train,434916,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,51523,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,1304,1370,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1212,1303,1369,-1,-1,-1,7
mscoco/images,COCO_train2014_000000063365.jpg,63365,"[45,80,235,409]",6.0,6.0,7.0,"['3', '11']",train,63365,train2017,"(0, 0, 0.12421875, 0.12421875)",0.0,23426,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5418,5561,18586,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5417,5560,18585,-1,-1,-1,-1,-1,-1,6
mscoco/images,COCO_train2014_000000170432.jpg,170432,"[175,200,314,421]",5.0,8.0,6.0,['11'],train,170432,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0512820512820512,50942,False,False,False,0,1,0,0,0,0,0,0,0,0,0,20535,29697,29893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,20534,29696,29892,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
mscoco/images,COCO_train2014_000000464650.jpg,464650,"[263,17,484,351]",5.0,4.0,7.0,"['11', '18']",train,464650,train2017,"(0, 0, 0.125, 0.125)",0.0,59203,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14023,14211,15872,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14022,14210,15871,-1,-1,-1,-1,-1,-1,6
mscoco/images,COCO_train2014_000000575601.jpg,575601,"[146,21,353,491]",6.0,5.0,6.0,['11'],train,575601,train2017,"(0, 0, 0.10859375, 0.10859375)",0.0,19924,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21571,21833,21902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,21570,21832,21901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
mscoco/images,COCO_val2014_000000214454.jpg,214454,"[192,32,401,376]",6.0,4.0,7.0,"['7', '11', '14']",train,214454,train2017,"(0, 0, 0.33125, 0.0)",0.0,62327,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18401,18447,18852,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,18400,18446,18851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
mscoco/images,COCO_train2014_000000122157.jpg,122157,"[111,133,301,382]",8.0,6.0,8.0,"['5', '11', '13']",train,122157,train2017,"(0, 0, 0.125, 0.125)",0.0,38656,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4204,17347,26869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,4203,17346,26868,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
mscoco/images,COCO_train2014_000000382032.jpg,382032,"[235,105,346,398]",5.0,6.0,6.0,['3'],train,382032,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,38076,False,False,False,0,1,0,0,0,0,0,0,0,0,0,19171,19274,27388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,19170,19273,27387,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
mscoco/images,COCO_train2014_000000136145.jpg,136145,"[106,96,325,400]",7.0,4.0,7.0,"['18', '21', '25']",train,136145,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0833333333333333,47417,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26053,26195,26426,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26052,26194,26425,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
mscoco/images,COCO_train2014_000000307426.jpg,307426,"[107,195,339,404]",8.0,8.0,7.0,"['5', '7', '11', '18', '19']",train,307426,train2017,"(0, 0, 0.125, 0.125)",0.0,6061,False,False,False,0,1,0,0,0,0,0,0,0,0,0,9537,21997,25386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,9536,21996,25385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
mscoco/images,COCO_train2014_000000074081.jpg,74081,"[202,136,302,374]",6.0,4.0,7.0,"['9', '14']",train,74081,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,26265,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,10826,16848,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,733,10825,16847,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
mscoco/images,COCO_val2014_000000238410.jpg,238410,"[11,199,251,444]",5.0,4.0,5.0,"['5', '13', '16', '18', '19', '21']",train,238410,val2017,"(0, 0, 0.125, 0.125)",0.0789473684210526,1803,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,473,900,968,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,472,899,967,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
mscoco/images,COCO_val2014_000000238410.jpg,238410,"[71,188,255,348]",6.0,6.0,8.0,['18'],train,238410,val2017,"(0, 0, 0.125, 0.125)",0.0789473684210526,1803,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,473,900,968,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,472,899,967,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
mscoco/images,COCO_train2014_000000125814.jpg,125814,"[166,106,341,298]",4.0,4.0,5.0,['11'],train,125814,train2017,"(0, 0.334375, 0, 0)",0.0454545454545454,39579,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27555,27634,27650,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27554,27633,27649,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
mscoco/images,COCO_train2014_000000249489.jpg,249489,"[115,25,548,471]",6.0,2.0,10.0,['19'],train,249489,train2017,"(0, 0, 0.125, 0.125)",0.0,71353,False,False,False,0,1,0,0,0,0,0,0,0,0,0,8830,9003,9270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,8829,9002,9269,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
mscoco/images,COCO_train2014_000000190382.jpg,190382,"[435,38,600,465]",6.0,8.0,6.0,"['5', '13']",train,190382,train2017,"(0, 0, 0.1046875, 0.1046875)",0.0,56092,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16582,25853,28445,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16581,25852,28444,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
mscoco/images,COCO_val2014_000000478522.jpg,478522,"[131,265,340,502]",6.0,7.0,8.0,"['5', '11', '13']",train,478522,train2017,"(0, 0, 0.025, 0.025)",0.0,62834,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3346,7996,9754,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3345,7995,9753,-1,-1,-1,-1,-1,-1,6
mscoco/images,COCO_val2014_000000127516.jpg,127516,"[228,58,562,336]",7.0,9.0,8.0,"['5', '10', '13']",train,127516,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,40020,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12358,12550,12922,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12357,12549,12921,-1,-1,-1,-1,-1,-1,6
mscoco/images,COCO_train2014_000000135045.jpg,135045,"[380,65,524,425]",6.0,6.0,7.0,"['11', '18']",train,135045,train2017,"(0, 0, 0.165625, 0.165625)",0.0,41932,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7974,21743,21790,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7973,21742,21789,8
mscoco/images,COCO_train2014_000000496636.jpg,496636,"[376,22,548,523]",8.0,6.0,4.0,"['0', '16']",train,496636,train2017,"(0, 0, 0.090625, 0.090625)",0.0,67527,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20945,20988,24891,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20944,20987,24890,-1,-1,-1,7
mscoco/images,COCO_train2014_000000263385.jpg,263385,"[177,61,473,461]",8.0,8.0,8.0,['16'],train,263385,train2017,"(0, 0, 0.1265625, 0.1265625)",0.0,3360,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1756,1791,11734,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1755,1790,11733,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
mscoco/images,COCO_train2014_000000443834.jpg,443834,"[194,117,341,478]",6.0,9.0,10.0,"['5', '11', '13']",train,443834,train2017,"(0, 0, 0.125, 0.125)",0.125,53856,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15944,19694,19763,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15943,19693,19762,-1,-1,-1,7
mscoco/images,COCO_val2014_000000182715.jpg,182715,"[190,67,454,536]",7.0,7.0,5.0,"['5', '11']",train,182715,train2017,"(0, 0.128125, 0, 0)",0.0,54125,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8266,14059,14301,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,8265,14058,14300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
mscoco/images,COCO_train2014_000000187644.jpg,187644,"[321,17,466,429]",8.0,9.0,8.0,"['3', '5', '11', '16', '19']",train,187644,train2017,"(0, 0, 0.125, 0.125)",0.0,55370,False,False,False,1,0,0,0,0,0,0,0,6857,20509,26040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6856,20508,26039,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
mscoco/images,COCO_train2014_000000544107.jpg,544107,"[260,56,398,272]",6.0,4.0,6.0,"['5', '11']",train,544107,train2017,"(0, 0, 0.165625, 0.165625)",0.0,9447,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6933,24083,25167,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,6932,24082,25166,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
mscoco/images,COCO_train2014_000000019394.jpg,19394,"[393,56,536,394]",4.0,6.0,4.0,"['11', '13']",train,19394,train2017,"(0, 0, 0.125, 0.125)",0.0,9305,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9737,15841,15873,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9736,15840,15872,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
mscoco/images,COCO_train2014_000000361454.jpg,361454,"[33,130,326,426]",5.0,7.0,7.0,['11'],train,361454,train2017,"(0, 0.3078125, 0, 0)",0.1111111111111111,32842,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13251,13530,29165,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13250,13529,29164,8
mscoco/images,COCO_val2014_000000534516.jpg,534516,"[209,89,460,391]",7.0,6.0,6.0,"['2', '6', '8', '14']",train,534516,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0666666666666666,6276,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8802,9101,16035,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8801,9100,16034,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
mscoco/images,COCO_val2014_000000133963.jpg,133963,"[62,106,438,474]",6.0,6.0,8.0,['11'],train,133963,train2017,"(0, 0, 0.0, 0.25)",0.0,41655,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9646,10270,15985,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,9645,10269,15984,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
mscoco/images,COCO_val2014_000000133963.jpg,133963,"[275,103,464,466]",7.0,6.0,7.0,"['3', '5', '13', '16', '19']",train,133963,train2017,"(0, 0, 0.0, 0.25)",0.0,41655,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9646,10270,15985,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,9645,10269,15984,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
